"","Iter","X","Y"
"1",1,-0.000924598542158683,-0.00109491846216339
"2",2,-0.000842917366603476,-0.00144023607867518
"3",3,-0.000917053678090971,-0.0035038361277953
"4",4,2.47345205377634,-0.425507589646388
"5",5,-0.00059560799343639,0.193876156360144
"6",6,-0.000532631495950219,0.00358096903198731
"7",7,-0.000485937879415029,-0.000794787566343108
"8",8,-1.255723633036,0.000895057305209624
"9",9,-0.00160809471601396,-0.000603006774737467
"10",10,-0.00130832356653429,-0.00141415353635747
"11",1,-0.000618799479764267,-0.0010311185233913
"12",2,-0.0010815753322547,-0.00259347555051458
"13",3,1.87908126645616,2.51100706072095
"14",4,-0.00180922804279161,-0.00142467115116735
"15",5,-0.0840111198039734,-0.843932763449751
"16",6,0.586487170109291,-0.000829098421011777
"17",7,-0.00065663239685824,-0.00132571160846229
"18",8,-3.14762245084308,-0.69639313607138
"19",9,-0.000615682385804766,-0.00144266716852879
"20",10,-0.000382790235488355,-0.00142111931372864
"21",1,-0.00101374308874216,1.01414995133019
"22",2,-0.00173450357044274,3.61457595516626
"23",3,-0.00089016302100367,-0.000793786507983513
"24",4,-0.0013275535461254,1.6278134134974
"25",5,0.468487908742469,-0.00152600503343068
"26",6,-0.000633615158060426,-0.00106530054398607
"27",7,-3.3755068142389,1.59348497768171
"28",8,-0.00119391186167399,-0.00175078230412978
"29",9,-2.40353983505078,-0.00156675798790825
"30",10,-0.000527052941929407,0.394782445724152
"31",1,-0.285674798960393,-0.000790355098674575
"32",2,-0.00162990408143672,0.523334583244674
"33",3,-1.53337918473422,-0.00144325952451426
"34",4,-0.00507226296130255,-0.00156833339805427
"35",5,-0.00170858843413243,-0.0017440978818347
"36",6,-0.00254282465620366,2.13122632377934
"37",7,-0.000738989808969852,-0.281357278948073
"38",8,-0.00128601473826469,-0.00162320585689121
"39",9,-0.000552131460346579,-0.0200126183383915
"40",10,-0.00167369832752333,-0.00159488225906835
"41",1,-0.838975170481357,-0.0011433504065428
"42",2,-0.000772068791762852,-0.00134745782767373
"43",3,-0.000690766500943041,-4.27670035338062
"44",4,-0.00100546066261678,-0.000643089915018874
"45",5,-0.000861557521662646,-0.00149839298326851
"46",6,-0.0361957244144232,-0.00144457275263252
"47",7,-0.00170267382771986,-3.36406712569919
"48",8,-0.00154660673946711,-0.00319645372479333
"49",9,-0.000697396412136059,-0.00156140792227903
"50",10,-0.00164489329292186,-0.00230910598454189
"51",1,-0.00074443472084806,-0.00115562750579789
"52",2,-2.43499757549227,0.458313634768299
"53",3,-0.000918459265664902,-0.00148584441050429
"54",4,0.74636740917777,-0.00162264704082546
"55",5,2.25232999028149,-0.00192149765098445
"56",6,-0.000998148896464041,-0.00146006834695707
"57",7,-0.000797103425427891,-0.00104232371213648
"58",8,-0.000934970147236124,-0.00125971948400412
"59",9,-0.00162118318832466,-0.0029889231183891
"60",10,0.052610724311004,0.0573525984964035
"61",1,-0.000808822445622386,-0.000332385904214466
"62",2,-0.0172282820916266,-0.000499214774392428
"63",3,-0.00114197925895839,-0.00165483419970527
"64",4,-0.000746015556973429,-0.000675104485712003
"65",5,-0.0016653191982677,-0.00156523218349168
"66",6,-0.00356275881030205,-1.69203458856881
"67",7,1.66377034144864,-0.00135832689740621
"68",8,-0.000970570727395408,-0.00141164286438216
"69",9,-0.080694105089067,-0.0007180538864049
"70",10,-0.000867594752986295,-0.00118990182930485
"71",1,-0.00163827876105093,-0.000945390788004219
"72",2,-0.00179168381506464,-0.00141600238920924
"73",3,-3.17514262730779,-0.00203882244786845
"74",4,-2.51287320754882,-0.000584402369605384
"75",5,-2.88199507169869,-0.00144463374637895
"76",6,-0.00235202341417874,-0.00180331672840982
"77",7,-0.000509903980919306,-0.0011461774143679
"78",8,-0.000775689103899293,-0.000852621613685592
"79",9,2.35578803337459,-0.000711609991197596
"80",10,-0.000861248616334124,1.98687748489695
"81",1,-0.00105742104512532,-0.00330721354359282
"82",2,-0.00171146556279122,2.0452902411777
"83",3,0.851390610769674,-0.0017601729684991
"84",4,-0.000814470912525252,2.04790055251325
"85",5,-0.00143632854479077,-0.000555505646051004
"86",6,0.0654644831954893,-2.09342672100328
"87",7,-0.000700184129177346,-0.000408605330010146
"88",8,-0.16740375570376,-0.00166640134427905
"89",9,-0.000596755112231213,1.18935626332358
"90",10,-0.00168444163200057,-0.000758338565590646
"91",1,-0.00143640537971279,-0.000751741375901515
"92",2,-0.00127826489042158,0.0514204929731081
"93",3,-1.97692348583765,0.0187145841742639
"94",4,0.152545629104695,-0.000367370393997793
"95",5,-0.00106166720206168,0.00282880734320318
"96",6,-0.00131438450144572,-0.217955305154856
"97",7,1.93676644246409,-0.000989593765611233
"98",8,-0.00355258770658077,-0.0018823164049637
"99",9,-0.000866032968664671,-0.00134332883803082
"100",10,-0.00152561438694695,-0.00222570630621888
