"","Iter","X","Y"
"1",1,0.000113353665531364,-1.84210118030958e-05
"2",2,-7.4385766618618e-05,4.86263669282706e-05
"3",3,0.000380961494659559,6.66099665711531e-05
"4",4,-0.00016590758581281,0.000222324004005588
"5",5,-0.000524360036076672,0.000330412760636137
"6",6,3.45030006804186,1.46856293405608
"7",7,1.08135573315921,-1.72169195464477
"8",8,1.05269839857892,0.279506646098851
"9",9,0.118386305926956,-0.106845451083176
"10",10,-1.58566795574104,-1.51346771399519
"11",1,2.7800925272714,2.65629637089596
"12",2,0.00624521049329471,-3.47991253782084
"13",3,-2.49890813220344,-0.0205205195957538
"14",4,0.0739080086495139,0.0613121253306228
"15",5,-1.36438137727465,0.179576087429572
"16",6,-0.0529821562088479,0.498242028152706
"17",7,-1.10039485288089,0.0333304927587908
"18",8,0.173983902147409,2.91472437738075
"19",9,-0.381151491204313,0.701342121690897
"20",10,1.94318380435575,-0.137898236529135
"21",1,-0.843068286195618,3.74790188689853
"22",2,0.121893671448058,0.0102001492931324
"23",3,2.7571412262581,2.93181486174938
"24",4,0.120142797030685,-0.147290160399308
"25",5,0.106977741799216,-1.20618979963311
"26",6,-1.35046182495613,-1.97275216655898
"27",7,3.20289005517428,0.0211516211122934
"28",8,-3.06081356961724,-0.0684166296062688
"29",9,0.139389605259265,0.302109962912969
"30",10,0.229838611910714,2.28472917985901
"31",1,0.711918138921523,0.00804169746070828
"32",2,-3.32571061598085,-0.0230228816803907
"33",3,-3.53167825118031,1.75230565374917
"34",4,0.296501841723028,0.044663282616639
"35",5,-0.0899737406973433,-0.091134873992773
"36",6,-0.707728586326307,2.39134508310224
"37",7,-0.0382651143320743,1.52007001912898
"38",8,-0.579995763164659,2.76835657956674
"39",9,0.276759005255592,-0.014979811194515
"40",10,0.493770840845189,-0.00336692132935391
"41",1,0.137007710379959,-1.52558903241285
"42",2,-0.161614318296936,-0.0797741048232401
"43",3,2.80031998652946,0.277900175348882
"44",4,0.182056733034493,2.51238837297824
"45",5,0.0623376516393887,-3.23103910318003
"46",6,-0.0119367079557364,4.04314349098774
"47",7,0.0264463688959116,0.0650696320321194
"48",8,-2.74358710780622,-6.23315396397495
"49",9,0.067757237498158,-0.0745261204900954
"50",10,-0.0864177176245108,-0.331785815905304
"51",1,0.0565766092693271,-0.445908958395624
"52",2,0.350850910170308,2.58606741688622
"53",3,0.512210399100952,-0.715983707313261
"54",4,-0.485811264406251,-1.73937426430897
"55",5,0.0330997863467281,-1.19309843569769
"56",6,1.3401606167307,-2.21733488195611
"57",7,-1.01189763271081,0.0697172880680186
"58",8,-2.49672244107689,-2.45085410630647
"59",9,0.601265539038452,-0.27286761907134
"60",10,0.0552867304718299,0.240357599055275
"61",1,0.0297167331425271,0.303503871222322
"62",2,0.199733180151147,-2.41973248875957
"63",3,0.479313015459841,-0.0343258489219912
"64",4,2.58236172168721,0.906379840634566
"65",5,1.04320348341545,-2.49642589190725
"66",6,5.92606852168636,0.817437284683292
"67",7,-0.0122873092155317,-0.407891412445578
"68",8,1.06539145461068,-0.0847421228953065
"69",9,1.79997070791565,-2.54304991759275
"70",10,1.3059183390818,0.0140748693744574
"71",1,-0.135149887742197,-1.81683305907657
"72",2,0.458590202230553,-3.32014044428075
"73",3,-1.35443485501321,-0.189337948958191
"74",4,2.27353530078498,-0.209129296123987
"75",5,3.72601166022906,-2.65565271307786
"76",6,-0.0495116932635793,0.0979742091122913
"77",7,1.27360250188062,-1.69167381113366
"78",8,-0.634162294177136,0.166615245957546
"79",9,0.106955227586285,0.695287888869177
"80",10,0.0150769881702544,-0.524580547574182
"81",1,3.8427532599067,0.387679709451537
"82",2,-5.99388435117452,-0.561124093518491
"83",3,-2.92055530253127,0.534677088963137
"84",4,-0.162038606270174,-6.62395858082454
"85",5,0.0288612041992074,-2.18273829373843
"86",6,4.26559211659834,0.128597414875499
"87",7,0.178009441192955,2.92785330126757
"88",8,2.42699161919189,-1.1326270684224
"89",9,2.65790535121216,1.73558167257274
"90",10,0.024011122773373,0.139780062164802
"91",1,-2.93744429456844,-1.58173364896245
"92",2,-0.258883727866838,-3.35257350442043
"93",3,-0.023991806630142,3.34294816343415
"94",4,1.21034338845149,1.9634319796299
"95",5,0.377106202692053,-3.16453088116892
"96",6,0.124789489466872,-1.30603687270484
"97",7,-4.08470397776859,1.90285922767943
"98",8,-0.500441371312688,1.17508400903492
"99",9,-3.0495793773654,0.270948250662861
"100",10,2.85940399904154,-0.913742660526336
